videoId,channelId,channelTitle,publishTime,title,description,thumbnail_default,thumbnail_medium,thumbnail_high,liveBroadcastContent
Sa8ddHCAk7I,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-01-21T14:59:05Z,เจ็บแต่ยังรัก ไม่ยอมตัดใจ กับความสัมพันธ์ที่รุนแรง,เคยไหม ? โดนคำพูดรุนแรงจากคนใกล้ตัวจนรู้สึกจิตใจของเรารับไม่ไหว… ความรุนแรงในความสัมพันธ์ไม่ได้มีแค่การใช้ความรุนแรงทางด้านร่างกาย ...,https://i.ytimg.com/vi/Sa8ddHCAk7I/default.jpg,https://i.ytimg.com/vi/Sa8ddHCAk7I/mqdefault.jpg,https://i.ytimg.com/vi/Sa8ddHCAk7I/hqdefault.jpg,none
ldN0aSoXREk,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-01-18T16:02:16Z,การ์ตูนในวัยเด็ก มีอะไรมากกว่าที่เราคิด,เราเคยผ่านช่วงเวลาที่ได้ดูการ์ตูนตอนเช้าในวัยเด็ก การ์ตูนที่มีสีสันสดใส ตัวละครน่ารัก จริง ๆ แล้วมีอะไรที่แฝงไว้มากมายกว่าที่เราคิด ...,https://i.ytimg.com/vi/ldN0aSoXREk/default.jpg,https://i.ytimg.com/vi/ldN0aSoXREk/mqdefault.jpg,https://i.ytimg.com/vi/ldN0aSoXREk/hqdefault.jpg,none
e_c0zMwoHms,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-01-14T15:13:54Z,ทำอย่างไร..ในวันที่มีแต่ &quot;ความกังวล&quot;,ทำยังไงดี ? ในวันที่มีความกกังวล… เพราะอะไรเราถึงไม่สบายใจ หวาดหวั่นและตึงเครียดในเหตุการณ์ที่ไม่แน่นอนที่กำลังจะเกิดขึ้น ?,https://i.ytimg.com/vi/e_c0zMwoHms/default.jpg,https://i.ytimg.com/vi/e_c0zMwoHms/mqdefault.jpg,https://i.ytimg.com/vi/e_c0zMwoHms/hqdefault.jpg,none
oY2hYfXh0cE,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-01-13T10:41:13Z,New Year’s Resolution ผิดไหม? ที่ปีนี้ไม่มีเป้าหมาย,เมื่อพูดถึงเทศกาลปีใหม่ สิ่งที่นึกถึงคือ สีสัน ไฟ ของขวัญ การเขียนสคส.และ New Year's resolution หรือ การตั้งเป้าหมายในปีใหม่ ...,https://i.ytimg.com/vi/oY2hYfXh0cE/default.jpg,https://i.ytimg.com/vi/oY2hYfXh0cE/mqdefault.jpg,https://i.ytimg.com/vi/oY2hYfXh0cE/hqdefault.jpg,none
NXlywvndHbk,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-01-11T12:43:50Z,คุณค่าของเราคืออะไร เราจะเห็นคุณค่าของตัวเองได้อย่างไร,ถ้าเราตกงานเราจะยังมีคุณค่าอยู่ไหม ? ถ้าเราประสบอุบัติเหตุไม่สามารถช่วยเหลือตัวเองได้เรายังจะมีคุณค่าอยู่ไหม ?,https://i.ytimg.com/vi/NXlywvndHbk/default.jpg,https://i.ytimg.com/vi/NXlywvndHbk/mqdefault.jpg,https://i.ytimg.com/vi/NXlywvndHbk/hqdefault.jpg,none
WHoBGGWXJAA,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-01-10T13:03:32Z,เป้าหมายของฉัน เมื่อปีใหม่ New year’s Resolution,New year's resolution ตั้งเป้าหมายยังไงให้ทำสำเร็จ ? ตั้งยังไงไม่ให้กดดันตัวเองเกินไป ?,https://i.ytimg.com/vi/WHoBGGWXJAA/default.jpg,https://i.ytimg.com/vi/WHoBGGWXJAA/mqdefault.jpg,https://i.ytimg.com/vi/WHoBGGWXJAA/hqdefault.jpg,none
FO455XKquvc,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-01-07T14:43:40Z,ความเจ็บปวด และ บาดแผลทางจิตใจ,เวลาที่เราเจอกับความเจ็บปวดทางร่างกายสิ่งที่ทิ้งไว้คือ รอยแผลเป็น ความเจ็บปวดทางใจก็เช่นเดียวกัน สิ่งที่ทิ้งเอาไว้คือบาดแผลทางใจ ...,https://i.ytimg.com/vi/FO455XKquvc/default.jpg,https://i.ytimg.com/vi/FO455XKquvc/mqdefault.jpg,https://i.ytimg.com/vi/FO455XKquvc/hqdefault.jpg,none
qlJ4hQnL6H4,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-01-03T16:17:21Z,ฮาวทูทิ้ง เมื่อบางอย่างต้องทิ้งไว้กับปีเก่า,การละทิ้งบางสิ่งไว้ 'ข้างหลัง' เพื่อที่เราจะสามารถมีแรง 'ก้าวต่อไป' ข้างหน้าได้… เคยไหม ? ตัดใจทิ้งสิ่งของ ความสัมพันธ์ สิ่งที่ทำให้เราเสียเวลา ...,https://i.ytimg.com/vi/qlJ4hQnL6H4/default.jpg,https://i.ytimg.com/vi/qlJ4hQnL6H4/mqdefault.jpg,https://i.ytimg.com/vi/qlJ4hQnL6H4/hqdefault.jpg,none
ZGpyJRBw62A,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2023-01-02T11:56:41Z,โรคกลัวสังคม กับ Introvert โดยจิตแพทย์,เขิน อาย ไม่กล้าพบเจอผู้คนมากมาย เรียกว่า กลัวสังคมหรือไม่ แล้วแบบไหนเรียกว่าการ กลัวสังคม อยู่คนเดียวบ่อย ๆ รู้สึกว่ามีบุคลิคภาพแบบ ...,https://i.ytimg.com/vi/ZGpyJRBw62A/default.jpg,https://i.ytimg.com/vi/ZGpyJRBw62A/mqdefault.jpg,https://i.ytimg.com/vi/ZGpyJRBw62A/hqdefault.jpg,none
FERybyFlg60,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-12-29T13:58:24Z,Hikikomori ชอบอยู่คนเดียว เพราะชอบแบบนี้ ไม่ได้เก็บตัว หรือเศร้า,จริง ๆ แล้วเราชอบอยู่คนเดียวหรือโลกภายนอกไม่ได้น่าอยู่ ? เพราะอะไรการชอบอยู่คนเดียวถึงเป็นเรื่องแปลก สำหรับหลาย ๆ คน ?,https://i.ytimg.com/vi/FERybyFlg60/default.jpg,https://i.ytimg.com/vi/FERybyFlg60/mqdefault.jpg,https://i.ytimg.com/vi/FERybyFlg60/hqdefault.jpg,none
ES5JDaVAYzM,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-12-25T15:55:26Z,ความสุข คืออะไร ในนิยามของ จิตแพทย์,ความสุขกับหลากหลายนิยาม ความหมายที่เราได้รู้กันเกี่ยวกับความสุขแตกต่างกันออกไป ...,https://i.ytimg.com/vi/ES5JDaVAYzM/default.jpg,https://i.ytimg.com/vi/ES5JDaVAYzM/mqdefault.jpg,https://i.ytimg.com/vi/ES5JDaVAYzM/hqdefault.jpg,none
crCG4Z8DlU8,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-12-24T14:43:56Z,สมองและหัวใจ เพราะเราเป็นทีมเดียวกัน,IQ และ EQ เชื่อมโมงกันอย่างไร ? ถ้าขาดสิ่งไหนสิ่งหนึ่งไปจะได้หรือเปล่า ? และแบบทดสอบทางอินเตอร์เน็ตเชื่อถือได้จริงไหม ?,https://i.ytimg.com/vi/crCG4Z8DlU8/default.jpg,https://i.ytimg.com/vi/crCG4Z8DlU8/mqdefault.jpg,https://i.ytimg.com/vi/crCG4Z8DlU8/hqdefault.jpg,none
Ho3ugj88KSc,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-12-21T15:57:23Z,เครียดขนาดไหน ควรจะไปหาหมอ เครียดแบบไหนควรพบจิตแพทย์,ในทุก ๆ วันของการใช้ชีวิต ความเครียดเป็นอีกสิ่งหนึ่งที่เกิดขึ้นได้ไม่ว่าจะเจอเรื่องอะไร ความเครียดมีข้อเสียอย่างเดียวจริงหรือเปล่า?,https://i.ytimg.com/vi/Ho3ugj88KSc/default.jpg,https://i.ytimg.com/vi/Ho3ugj88KSc/mqdefault.jpg,https://i.ytimg.com/vi/Ho3ugj88KSc/hqdefault.jpg,none
dzr6rNqTNIM,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-12-19T15:57:11Z,ความเจ็บปวดเขียนลงงานศิลป์ แม้จะเจ็บปวดแต่คุณก็งดงาม “Turn Yours Scars into Stars”,เวลาที่เราเจอกับความเจ็บปวดทางร่างกายสิ่งที่ทิ้งไว้คือ รอยแผลเป็น ความเจ็บปวดทางใจก็เช่นเดียวกัน สิ่งที่ทิ้งเอาไว้คือบาดแผลทางใจ ...,https://i.ytimg.com/vi/dzr6rNqTNIM/default.jpg,https://i.ytimg.com/vi/dzr6rNqTNIM/mqdefault.jpg,https://i.ytimg.com/vi/dzr6rNqTNIM/hqdefault.jpg,none
dc6_KM3koPk,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-12-18T12:23:14Z,คุยกับจิตแพทย์ เศร้าแบบไหนควรไปหาหมอ หนักขนาดไหนควรไปพบจิตแพทย์,หลายคนอาจมีมุมมองว่าการไปพบจิตแพทย์เป็นเรื่องที่น่ากลัวและต้องรอให้อาการหนักก่อนค่อยมาพบจิตแพทย์ เป็นมุมมองที่ถูกต้องหรือเปล่า?,https://i.ytimg.com/vi/dc6_KM3koPk/default.jpg,https://i.ytimg.com/vi/dc6_KM3koPk/mqdefault.jpg,https://i.ytimg.com/vi/dc6_KM3koPk/hqdefault.jpg,none
UxUMmcQzXyI,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-12-11T10:44:40Z,โรคซึมเศร้า ไม่ได้คิดไปเอง #shorts,สมัครเป็นสมาชิกของช่องนี้เพื่อเข้าถึงสิทธิพิเศษต่างๆ https://www.youtube.com/channel/UCKIEPfI9D32EnsP6oasduSg/join.,https://i.ytimg.com/vi/UxUMmcQzXyI/default.jpg,https://i.ytimg.com/vi/UxUMmcQzXyI/mqdefault.jpg,https://i.ytimg.com/vi/UxUMmcQzXyI/hqdefault.jpg,none
JAKHtvU3iLk,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-12-09T21:31:43Z,Alljit พื้นที่ปลอดภัยของกันและกัน ดาวน์โหลดฟรี,Alljit แอปพลิเคชันเพื่อหัวใจ เรามาสร้างพื้นที่ปลอดภัยให้กันและกัน บนแอปพลิเคชัน Alljit ได้ฟรี ดาวน์โหลดของ iOS ...,https://i.ytimg.com/vi/JAKHtvU3iLk/default.jpg,https://i.ytimg.com/vi/JAKHtvU3iLk/mqdefault.jpg,https://i.ytimg.com/vi/JAKHtvU3iLk/hqdefault.jpg,none
JNLJakdTKEk,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-12-06T11:35:24Z,ซึมเศร้าหลังเที่ยว รู้สึกเหงาหลังวันหยุดยาว,การไปเที่ยวช่วยคลายเครียด พบเจอกับสิ่งใหม่ ๆ ที่อาจจะสร้างแรงบันดาลใจและพลังใจในการใช้ชีวิตต่อ แต่ความรู้สึกดี ๆ ไม่ได้อยู่ตลอดไป เคยไหม ...,https://i.ytimg.com/vi/JNLJakdTKEk/default.jpg,https://i.ytimg.com/vi/JNLJakdTKEk/mqdefault.jpg,https://i.ytimg.com/vi/JNLJakdTKEk/hqdefault.jpg,none
jvyMBmHwOXU,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-12-01T11:29:26Z,เก็บคำดูถูกมาเป็นแรงผลักกดัน ทำไม่ไหวหรอก..,ไม่ใช่ทุกคนที่จะเก็บทุกคำดูถูกมาเป็นแรงผลักดัน.. เคยไหม ? โดนคนรอบตัวพูดว่า 'เธอทำไม่ได้หรอก' 'เธอทำได้แค่นี้เองหรอ' ...,https://i.ytimg.com/vi/jvyMBmHwOXU/default.jpg,https://i.ytimg.com/vi/jvyMBmHwOXU/mqdefault.jpg,https://i.ytimg.com/vi/jvyMBmHwOXU/hqdefault.jpg,none
ZHvANQWi-ts,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-11-27T18:21:48Z,3 สิ่งนี้หากลดได้ ชีวิตอาจจะมีความสุขมากยิ่งขึ้น,เคยไหม ? รู้สึก 'กดดันตัวเอง' เพราะ เอาตัวเองไป 'เปรียบเทียบกับคนอื่น' จนทำให้รู้สึกแย่.. พอเราทำตามความคาดหวังไม่ได้ก็จะนำไปสู่การ ...,https://i.ytimg.com/vi/ZHvANQWi-ts/default.jpg,https://i.ytimg.com/vi/ZHvANQWi-ts/mqdefault.jpg,https://i.ytimg.com/vi/ZHvANQWi-ts/hqdefault.jpg,none
lklmoOBjnDU,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-11-25T12:54:53Z,การให้อภัย ให้อภัยคนอื่นและให้อภัยตัวเอง,การให้อภัย ไม่ใช่เรื่องง่าย ไม่ว่าจะเป็นการให้อภัยคนอื่น หรือการให้อภัยเรื่องราวในอดีตของเรา ไขข้อสงสัยเราจะสามารถให้อภัยได้จริงไหมๆ ?,https://i.ytimg.com/vi/lklmoOBjnDU/default.jpg,https://i.ytimg.com/vi/lklmoOBjnDU/mqdefault.jpg,https://i.ytimg.com/vi/lklmoOBjnDU/hqdefault.jpg,none
95kocgBrnSs,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-11-24T16:29:20Z,Toxic Friendship เมื่อ Toxic มาในรูปแบบ &#39;เพื่อน&#39;,ปฏิเสธไม่ได้เลยว่า 'เพื่อน' คือสิ่งสำคัญในชีวิต เพราะมนุษย์เป็นสัตว์สังคม.. เคยไหม ? เจอเพื่อนที่คอยลดคุณค่า บั่นทอน ...,https://i.ytimg.com/vi/95kocgBrnSs/default.jpg,https://i.ytimg.com/vi/95kocgBrnSs/mqdefault.jpg,https://i.ytimg.com/vi/95kocgBrnSs/hqdefault.jpg,none
iqWyZaurYQ4,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-11-23T14:20:31Z,ความสุขของ คน Introvert มีความสุขแม้เพื่อนน้อย,บุคลิกภาพที่ถูกพูดถึงบ่อย ๆ อย่าง Introvert จริง ๆ แล้วในทางจิตวิทยาคืออะไร? อยากเปลี่ยนไปเป็น Extrovert ทำได้ไหม?,https://i.ytimg.com/vi/iqWyZaurYQ4/default.jpg,https://i.ytimg.com/vi/iqWyZaurYQ4/mqdefault.jpg,https://i.ytimg.com/vi/iqWyZaurYQ4/hqdefault.jpg,none
OWguQej05c4,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-11-20T13:33:35Z,เกลียดตัวเอง ไม่พอใจในตัวเอง ไม่ชอบตัวเอง กับนักจิตวิทยา,ไม่พอใจในตัวเอง ไม่ชอบตัวเอง เกลียดตัวเอง ความรู้สึกเหล่านี้เริ่มมาจากอะไร จะทำอย่างไรในวันที่รู้สึก เกลียดตัวเอง ให้กลับมารักตัวเอง ...,https://i.ytimg.com/vi/OWguQej05c4/default.jpg,https://i.ytimg.com/vi/OWguQej05c4/mqdefault.jpg,https://i.ytimg.com/vi/OWguQej05c4/hqdefault.jpg,none
f1zQ13-dVsI,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-11-15T14:11:40Z,ครอบครัว ไม่ใช่ Safe Zone เมื่อที่บ้านไม่ใช่ที่เซฟใจ,ครอบครัวเป็นเหมือนกับสังคมที่หนึ่งของทุกคน การเกิดมาในครอบครัวที่ไม่ใช่พื้นที่ปลอดภัยหรือที่คุ้นเคยกันดีกับคำว่า “Safe Zone” ...,https://i.ytimg.com/vi/f1zQ13-dVsI/default.jpg,https://i.ytimg.com/vi/f1zQ13-dVsI/mqdefault.jpg,https://i.ytimg.com/vi/f1zQ13-dVsI/hqdefault.jpg,none
80rRQ4-3Kak,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-11-13T13:24:32Z,ภาวะ Dead Inside ความรู้สึกเหมือนตายทั้งที่ยังหายใจ,Dead Inside” ความรู้สึกเหมือนตายทั้งที่ยังหายใจ ถ้าให้เห็นภาพง่ายๆ Dead Inside ก็เหมือนกับต้นไม้ที่มีต้นไม้แห้งเหี่ยวอยู่ในนั้น ...,https://i.ytimg.com/vi/80rRQ4-3Kak/default.jpg,https://i.ytimg.com/vi/80rRQ4-3Kak/mqdefault.jpg,https://i.ytimg.com/vi/80rRQ4-3Kak/hqdefault.jpg,none
_6N2kIh0UpQ,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-11-12T17:10:03Z,เศร้า.. แต่ร้องไห้ไม่ออก มันจุกอยู่ข้างใน,เคยไหม ? รู้สึกเศร้า ผิดหวังกับเรื่องที่เจอ อยากร้องไห้แต่ร้องไม่ออก… เพราะอะไรเราถึงร้องไห้ไม่ออก..ความเศร้าเกิดจากอะไร ?,https://i.ytimg.com/vi/_6N2kIh0UpQ/default.jpg,https://i.ytimg.com/vi/_6N2kIh0UpQ/mqdefault.jpg,https://i.ytimg.com/vi/_6N2kIh0UpQ/hqdefault.jpg,none
IFnf_c6BIx4,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-11-05T14:07:04Z,Cognitive bias เรากำลังตัดสินคนอื่นอยู่หรือเปล่า?,เคยไหม ? ในบางครั้งเรามีความเชื่อ หรือ ทัศนคติต่อบางอย่าง และมักจะเผลอนำสิ่งนี้ไปตัดสินคนอื่น การมีความเชื่อและทัศนคติกับสิ่งต่าง ๆ ...,https://i.ytimg.com/vi/IFnf_c6BIx4/default.jpg,https://i.ytimg.com/vi/IFnf_c6BIx4/mqdefault.jpg,https://i.ytimg.com/vi/IFnf_c6BIx4/hqdefault.jpg,none
RNU1Z3BHC2o,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-11-04T16:02:40Z,เป็นคนเจ้าคิดเจ้าแค้น,ในเวลาที่เราเจอกับคนที่ทำให้เราเกิดความรู้สึกขุ่นเคืองใจ รู้สึกไม่ดีกับสิ่งที่เขาทำ เเต่ละคนจะมีการตอบสนองต่อสิ่งนั้นหรือคนนั้นเเตกต่างกันไป ...,https://i.ytimg.com/vi/RNU1Z3BHC2o/default.jpg,https://i.ytimg.com/vi/RNU1Z3BHC2o/mqdefault.jpg,https://i.ytimg.com/vi/RNU1Z3BHC2o/hqdefault.jpg,none
n8Do9OEkAkc,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-11-01T23:52:38Z,การรับฟังด้วยใจ ที่ไม่ใช่แค่การได้ยิน,ถ้ามีคนมาเล่าเรื่องที่ไม่สบายใจให้เราฟัง เราควรทำยังไงดี ? นั่งฟังเฉยๆ ตอบโต้กับเขา หรือแนะนำวิธีแก้ไขปัญหากับเขาไป ...,https://i.ytimg.com/vi/n8Do9OEkAkc/default.jpg,https://i.ytimg.com/vi/n8Do9OEkAkc/mqdefault.jpg,https://i.ytimg.com/vi/n8Do9OEkAkc/hqdefault.jpg,none
PJom71ZOeF4,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-10-31T17:57:41Z,เรา &#39;เคารพตัวเอง&#39; มากพอหรือยัง?,เคยไหม ? รู้สึกว่าตัวเองไม่มีคุณค่า ไม่น่าเคารพ.. รู้สึกแย่กับตัวเอง เรากำลังไม่เคารพตัวเองอยู่หรือเปล่า ?,https://i.ytimg.com/vi/PJom71ZOeF4/default.jpg,https://i.ytimg.com/vi/PJom71ZOeF4/mqdefault.jpg,https://i.ytimg.com/vi/PJom71ZOeF4/hqdefault.jpg,none
UnaaJAK2r3g,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-10-29T14:21:36Z,อยู่ผิดที่ต่อให้ดี ก็อาจไม่มีคุณค่า,เคยไหม ? รู้สึกว่าที่ตรงนี้ไม่ใช่ที่ของฉันเลย ทำไมเราถึงรู้สึกโดดเดี่ยว ไม่มีความสุข และรู้สึกไร้ค่ากับการอยู่ตรงนี้… หรือที่ตรงนี้ไม่ใช่ที่ของฉันนะ ?,https://i.ytimg.com/vi/UnaaJAK2r3g/default.jpg,https://i.ytimg.com/vi/UnaaJAK2r3g/mqdefault.jpg,https://i.ytimg.com/vi/UnaaJAK2r3g/hqdefault.jpg,none
92Wt3Al0C1o,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-10-27T10:00:35Z,ดาวน์ง่าย จิตตกง่าย ดิ่งง่าย แบบไม่มีสาเหตุ,เป็นคนอ่อนไหว จิตตกง่าย ดาวน์ง่าย ดิ่งง่าย แบบไม่มีสาเหตุ ผิดปกติไหม? จะรู้ได้อย่างไรว่าเมื่อไหร่ต้องไปพบผู้เชี่ยวชาญ ...,https://i.ytimg.com/vi/92Wt3Al0C1o/default.jpg,https://i.ytimg.com/vi/92Wt3Al0C1o/mqdefault.jpg,https://i.ytimg.com/vi/92Wt3Al0C1o/hqdefault.jpg,none
IAcehu4iBg4,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-10-26T13:42:05Z,วิกฤตวัยกลางคน ความกังวลที่มาพร้อมกับอายุที่มากขึ้น,วิกฤตวัยกลางคน หรือ Midlife Crisis เป็นช่วงหรือระยะเวลาของการเปลี่ยนแปลงชีวิตและความวุ่นวายทางอารมณ์ จะเกิดขึ้นกับช่วงอายุประมาณ 40 ...,https://i.ytimg.com/vi/IAcehu4iBg4/default.jpg,https://i.ytimg.com/vi/IAcehu4iBg4/mqdefault.jpg,https://i.ytimg.com/vi/IAcehu4iBg4/hqdefault.jpg,none
wPquaMOI12c,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-10-25T14:35:31Z,ความรู้สึกน้อยใจ อิจฉา ไม่มีค่า เมื่อทุกคนหันหน้าหนี,เคยไหม ? รู้สึกอิจฉา ไร้ตัวตน เสียใจ จนไม่อยากที่จะยอมรับความรู้สึกนั้น.. ความรู้สึกเชิงลบที่เรากำลังหันหน้าหนี จริง ๆ แล้วมีข้อดีหรือเปล่า ?,https://i.ytimg.com/vi/wPquaMOI12c/default.jpg,https://i.ytimg.com/vi/wPquaMOI12c/mqdefault.jpg,https://i.ytimg.com/vi/wPquaMOI12c/hqdefault.jpg,none
Ay2b-8jRN2I,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-10-24T09:27:52Z,ความเหงา คืออะไร มีคนรอบตัวมากมาย ทำไมเรายังเหงาอยู่?,แต่ความเหงาไม่ได้แย่อย่างที่คิด ถ้าอยู่คนเดียวไม่ได้เป็นคนขี้เหงาไหม ผิดไหมที่อยู่ ๆก็เหงาขึ้นมา จริง ๆ แล้วความเหงาเกิดจากอะไร ...,https://i.ytimg.com/vi/Ay2b-8jRN2I/default.jpg,https://i.ytimg.com/vi/Ay2b-8jRN2I/mqdefault.jpg,https://i.ytimg.com/vi/Ay2b-8jRN2I/hqdefault.jpg,none
oHnM_D40mgY,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-10-17T15:14:28Z,เสพติดการนอน นอนเท่าไหร่ก็ไม่เคยพอ ทำไมเราถึงชอบนอน,ช่วงเวลาแห่งการนอนหลับ เป็นช่วงเวลาที่มีความสุขที่สุด เพราะเราไม่ต้องคิดอะไรให้หนักสมอง แต่เชื่อไหมว่า การนอนที่มากเกินไป ...,https://i.ytimg.com/vi/oHnM_D40mgY/default.jpg,https://i.ytimg.com/vi/oHnM_D40mgY/mqdefault.jpg,https://i.ytimg.com/vi/oHnM_D40mgY/hqdefault.jpg,none
2l4Uz_qQGHU,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-10-15T09:21:03Z,โหยหาอดีต นึกถึงแต่ความทรงจำที่ผ่านมา,ความคิดถึง” เป็นที่รู้จักกันดีในชีวิตมนุษย์เรามานานแล้ว เพราะเนื่องด้วยมนุษย์เรานั้นเป็นสิ่งมีชีวิตที่มีความผูกพันระหว่างกันและเป็นสัตว์สังคม ...,https://i.ytimg.com/vi/2l4Uz_qQGHU/default.jpg,https://i.ytimg.com/vi/2l4Uz_qQGHU/mqdefault.jpg,https://i.ytimg.com/vi/2l4Uz_qQGHU/hqdefault.jpg,none
NTXSWQu0lPI,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-10-13T16:04:46Z,โสด หรือ มีแฟน มีความสุขทุกสถานะ,ต่างคนต่างมีรูปแบบการใช้ชีวิตที่แตกต่างกัน ความสุขก็แตกต่างกันด้วย… ความสุขในรูปแบบของ 'คนโสด' และ 'คนมีคู่' ต่างกันอย่างไร ?,https://i.ytimg.com/vi/NTXSWQu0lPI/default.jpg,https://i.ytimg.com/vi/NTXSWQu0lPI/mqdefault.jpg,https://i.ytimg.com/vi/NTXSWQu0lPI/hqdefault.jpg,none
JmvOG2RJnqo,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-10-12T15:23:53Z,Move on ไม่ได้เลย เขาไม่ปล่อย หรือเราเองที่ไม่ไป,Move On ไม่ได้.. เพราะเขาไม่ปล่อยหรือเราไม่ไป ? เคยไหม ? เหมือนจะ Move On ได้แล้วแต่ก็กลับมาที่เดิมอยู่ดี… จริง ๆ แล้ว การที่เรา 'Move ...,https://i.ytimg.com/vi/JmvOG2RJnqo/default.jpg,https://i.ytimg.com/vi/JmvOG2RJnqo/mqdefault.jpg,https://i.ytimg.com/vi/JmvOG2RJnqo/hqdefault.jpg,none
SbYoFOL5PcU,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-10-06T09:53:33Z,เหนื่อยกับชีวิต หมดแรงกำลังใจจะเดินต่อ!,รู้สึกเหนื่อยกับชีวิตจังเลย หมดแรงกำลังใจจะเดินต่อ! วัน ๆ ก็ไม่ได้ทำอะไรเยอะ แต่ก็เหนื่อย เกิดจากอะไร เหนื่อยแล้วเป็นซึมเศร้าหรือเปล่า?,https://i.ytimg.com/vi/SbYoFOL5PcU/default.jpg,https://i.ytimg.com/vi/SbYoFOL5PcU/mqdefault.jpg,https://i.ytimg.com/vi/SbYoFOL5PcU/hqdefault.jpg,none
9ux50W16nFg,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-10-05T16:07:14Z,เป็นคนดีเกินไป อาจไม่ดี เมื่อดีเกินไปก็โดนเกลียด,ดีเกินไประวังโดนเกลียดนะ” “ดีเกินไประวังโดนทิ้งนะ” เฮ้อ แล้วดีแค่ไหนถึงจะพอใจกันนะTT แล้วการที่เราดีเกินไปทำไมชอบมาเอาเปรียบ ...,https://i.ytimg.com/vi/9ux50W16nFg/default.jpg,https://i.ytimg.com/vi/9ux50W16nFg/mqdefault.jpg,https://i.ytimg.com/vi/9ux50W16nFg/hqdefault.jpg,none
dEK-vNrAA1o,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2022-10-03T16:15:39Z,ทำไมเราไม่ควรตัดสินคนอื่น การตัดสินคนอื่นเป็นอย่างไร,ในสังคมที่มีความหลากหลาย สังคมที่เปิดรับทุกความเห็นต่าง ทำให้เราอาจจะได้ยินหรือพบเจอ คำที่เเสดงถึงการตัดสินกันได้อยู่บ่อยๆ ...,https://i.ytimg.com/vi/dEK-vNrAA1o/default.jpg,https://i.ytimg.com/vi/dEK-vNrAA1o/mqdefault.jpg,https://i.ytimg.com/vi/dEK-vNrAA1o/hqdefault.jpg,none
